Horizontal,Vertical,RUL,Time,RPM,Load,Degradation
"[49675.239427791996, 7.3585243295573335, 0.9151737614750599, -0.2515026155286768, -0.003665625354348781, 0.0017065618262473822, 0.3289647596640451]","[88429.12214566547, 35.77193493566052, 0.9413275964643226, -0.30301568523529987, -0.010154527189594309, 0.020535867029766636, 0.3886810842949965]",161,0.546875,2250.0,11000.0,1.8755991003519315e-15
"[52372.70093942029, 7.73735229458698, 0.8730009477462928, -0.15385987772577359, -0.017428179022662617, -0.03230370309845742, 0.32840726342148147]","[84145.69182746987, 6.998244134052005, 0.9254501003017095, -0.4424038868723539, 0.16316098487239708, -0.023735377400132474, 0.3768099550008036]",161,0.5859375,2250.0,11000.0,2.009583441381267e-15
"[49008.7925767856, 30.77070935725288, 0.7236571796653245, 0.20691129406158826, -0.08193262244613748, -0.02530268499009676, 0.3197643432277816]","[75230.187842699, 7.73735229458698, 0.8068800881853782, 0.005009118877850938, -0.1559138097807582, -0.006615215467746112, 0.4166858934227761]",161,0.625,2250.0,11000.0,2.1435703569231945e-15
"[52942.77554821631, 7.934018195486519, 0.7934030572807946, -0.07011691058858993, -0.05716263498252796, 0.006890449975301254, 0.339634316398153]","[97153.03274196903, 7.934018195486519, 0.7253184453794355, 0.1392197322360298, -0.11187152967982435, 0.03550777895695825, 0.4518539294665092]",161,0.6640625,2250.0,11000.0,2.2775600052806285e-15
"[53920.96179139561, 7.934018195486519, 0.8516976501449041, -0.2017985699922633, -0.014617334279639363, -0.007960028729047918, 0.36987288113289196]","[82907.96302829267, 7.934018195486519, 0.758746036280165, 0.20193665274835126, 0.1261875764832502, -0.003895720148046898, 0.40761936660278447]",161,0.703125,2250.0,11000.0,2.4115525447564848e-15
"[58093.86761261813, 7.73735229458698, 0.781794166329407, 0.061096881099006684, -0.007376484657861171, -0.040178483298233786, 0.3469653062218252]","[79961.57117352259, 35.77193493566052, 0.7848290929878268, 0.10979644624405083, -0.2344084765581055, -0.02445744725938236, 0.34903548256469125]",161,0.7421875,2250.0,11000.0,2.5455481336550877e-15
"[47927.66490868695, 7.934018195486519, 0.7683964584634544, -0.0475866105056606, 0.05004587569472957, -0.013554844694492994, 0.31808936614593497]","[75214.14708976905, 35.77193493566052, 0.8524375210178277, -0.17962350343386468, -0.04160195472630903, 0.010696457403018457, 0.37904410595011817]",161,0.78125,2250.0,11000.0,2.6795469315404912e-15
"[52602.85381689189, 7.934018195486519, 0.6979011362754429, 0.15492382264092308, -0.056699195472987615, 0.009214388628029544, 0.32173701559111473]","[88950.95818853342, 32.354832027270334, 0.9652210429413287, -0.6011954622487248, -0.005754130955534196, 0.029750279884893885, 0.40369291422851994]",161,0.8203125,2250.0,11000.0,2.813549098195765e-15
"[51571.09441466179, 8.771956610007313, 0.7716784738689284, 0.019862529065117318, -0.13601734872773963, -0.026141858577401204, 0.3301602468162363]","[81745.16152846887, 6.998244134052005, 0.8444327629538864, -0.1431450086133359, -0.11636462285822365, -0.019443241698565046, 0.38987392553187733]",161,0.859375,2250.0,11000.0,2.947554792481105e-15
"[53242.802305996025, 8.13568289637656, 0.7708495414803556, 0.03983650002724648, -0.0528325001951629, -0.03162981077523842, 0.33761563767515634]","[80029.55398545659, 7.3585243295573335, 0.8997704232066782, -0.25000830943901553, -0.2118908655742254, -0.01831280112869176, 0.42604993948217823]",161,0.8984375,2250.0,11000.0,3.0815641732567104e-15
"[51209.80852446954, 8.13568289637656, 0.7594418934260246, 0.1101466115545282, 0.08172444570140382, 0.003649620957157598, 0.3358658118530935]","[93437.53404369336, 7.3585243295573335, 0.7599867399373905, -0.06182285912930796, -0.1778678691467796, 0.030459659151647542, 0.4237348207984475]",161,0.9375,2250.0,11000.0,3.2155773993827792e-15
"[54606.726050859535, 8.13568289637656, 0.7482396919564701, -0.13164678493769966, 0.1472526666257015, -0.0031030190030840394, 0.3604725545170338]","[78351.18852971884, 35.77193493566052, 0.72962721633676, 0.28785869852788126, 0.14069198338859712, 0.01832024458898873, 0.3866002323637753]",161,0.9765625,2250.0,11000.0,3.3495946297195087e-15
"[57421.85357582211, 18.164367258101425, 0.6985632288612786, 0.04709043998854279, 0.12058474411765918, -0.0341159531040888, 0.34587390069140583]","[77985.36016138709, 35.77193493566052, 0.8504078314547208, 0.2095440010513121, 0.2783396015871223, -0.019285483075889672, 0.35612926551544066]",161,1.015625,2250.0,11000.0,3.4836160231270974e-15
"[47714.982509044996, 7.934018195486519, 0.7160241519857333, 0.2642394936219312, 0.07463543501377742, -0.01813509028405852, 0.3070562563946157]","[74030.54367730457, 7.73735229458698, 0.9050799309081523, -0.20096076987156497, 0.10332134236754129, -0.0003616290218689997, 0.38012827537235516]",161,1.0546875,2250.0,11000.0,3.617641738569812e-15
"[50081.05287573766, 20.593225611269474, 0.8081313106118295, -0.020917672032148893, -0.0353729956982593, 0.012251096561945079, 0.3172587333280802]","[92377.33160935383, 34.020507728923434, 0.9550581513046175, -0.4412407204400961, -0.11272932549249627, 0.0326569468579814, 0.39348702407460073]",161,1.09375,2250.0,11000.0,3.751671937205908e-15
"[51291.31958541731, 30.007974872914932, 0.8268132653406102, -0.2316467016946273, -0.05733456487521646, -0.014091144191372794, 0.33352849297258047]","[75611.51696971472, 35.77193493566052, 0.9380324269298604, -0.546290188638165, -0.10796235741362607, -0.01124883451085013, 0.34825930688376766]",161,1.1328125,2250.0,11000.0,3.8857067795093305e-15
"[55610.34267161169, 18.62606416875958, 0.7921535371990296, -0.07407102375631514, -0.04010080827626776, -0.03632307427388071, 0.3245633290211725]","[75873.09247550654, 35.77193493566052, 0.8743241865702747, -0.3458023410823987, -0.22406898045948914, -0.02129264769344927, 0.32847737385669634]",161,1.171875,2250.0,11000.0,4.019746425233518e-15
"[46655.45705475152, 7.73735229458698, 0.7763886193332373, 0.08901427444904897, -0.03309404629029881, -0.0037719065445344685, 0.3148609028589621]","[77685.78940285835, 7.73735229458698, 0.8749935977697791, -0.2535207554063863, -0.20073813183887354, 0.02250458094998176, 0.3588196649436829]",161,1.2109375,2250.0,11000.0,4.1537910341319065e-15
"[51170.69253312214, 28.538756512039726, 0.8077699018830211, 0.04201993873085774, -0.014465403211974185, 0.008604331074781878, 0.3378044861835578]","[91527.10526247739, 7.73735229458698, 0.9678845677288703, -0.48541268320726694, -0.15570648005328733, 0.034816532753770016, 0.3887763809519862]",161,1.25,2250.0,11000.0,4.287840765957933e-15
"[52517.40716315039, 7.545561285025422, 0.8302141050288232, -0.05852825466045042, -0.06154425249716153, -0.02791548432348516, 0.35047428926607566]","[82699.0065599104, 35.77193493566052, 0.8472324407940985, -0.1535197239684809, 0.1454279951805104, -0.02256059038215722, 0.39139873934608804]",161,1.2890625,2250.0,11000.0,4.421895780465035e-15
"[52184.73150154446, 7.73735229458698, 0.8059188669328832, -0.051983774081652, -0.03880475250178094, -0.026771621707140807, 0.3385179673404735]","[76309.68323410492, 7.73735229458698, 0.8192044478526019, 0.2728636935460642, 0.3286163697127718, -0.012975058889185253, 0.3937540529707299]",161,1.328125,2250.0,11000.0,4.555956238439794e-15
"[50147.61267703618, 8.342473455385782, 0.7851775365011091, -0.17841047216976946, -0.017713750994540714, 0.013659000743728306, 0.32296687568494464]","[91404.8450319982, 8.342473455385782, 0.7264961644871355, 0.3357367642361919, -0.0474269479477913, 0.032652187186295735, 0.4019712331450545]",161,1.3671875,2250.0,11000.0,4.69002230223989e-15
"[47742.313060269546, 7.934018195486519, 0.7893700852876708, -0.06871506254870186, -0.12138633057977993, -0.0023441805008395937, 0.3389135943066154]","[90439.01532191769, 7.934018195486519, 0.8770544750989877, 0.05977562511614387, -0.29309791649920747, 0.003972390840666708, 0.45789000752349984]",161,1.40625,2250.0,11000.0,4.824094132590503e-15
"[54196.94086331787, 7.934018195486519, 0.7794270564351391, 0.03039044894572429, -0.13753751844225076, -0.03453318970068376, 0.3431414643414597]","[87582.8867263557, 7.73735229458698, 0.8578097033223919, -0.12525639792364585, -0.1651921044899084, -0.021344992599602847, 0.43895312330073977]",161,1.4453125,2250.0,11000.0,4.95817189016066e-15
"[47855.14529601787, 18.164367258101425, 0.7891838604832496, 0.016552087332206256, -0.1640624430572962, -0.011381296497146262, 0.33608752998777974]","[82423.98528997992, 7.73735229458698, 0.883436753465275, -0.25334111132673875, 0.17450101150973807, 0.007650423976276187, 0.4355079527380847]",161,1.484375,2250.0,11000.0,5.092255735619387e-15
"[53821.03781918121, 29.264146806587863, 0.7927668002610145, -0.0589359317515421, -0.173555745396782, 0.01601740490337487, 0.34735053068664096]","[101086.66706958239, 7.73735229458698, 0.8778602235057039, -0.18170006950312834, 0.07726541759592086, 0.03582243054199735, 0.43340583534551563]",161,1.5234375,2250.0,11000.0,5.226345829635714e-15
"[48290.02272627905, 7.73735229458698, 0.7312144292778828, -0.09094000270453861, 0.05207938632562804, -0.017380472869819898, 0.36070429336609927]","[79847.43218531054, 35.77193493566052, 0.9297331185555557, -0.34473246644193845, -0.1055774786849373, -0.02030951640655209, 0.35978489394504615]",161,1.5625,2250.0,11000.0,5.36044233310207e-15
"[53626.67454892726, 30.007974872914932, 0.8428369824998577, 0.06693071073229895, 0.11533693939043216, -0.03229013557715139, 0.3405473456909953]","[72788.30564592015, 35.77193493566052, 0.9160487006017863, -0.34571573988723747, -0.06485705755646907, -0.018412825036496345, 0.3644217554873809]",161,1.6015625,2250.0,11000.0,5.494545409810804e-15
"[46554.19604834152, 30.007974872914932, 0.7227918602839098, 0.41119534643123323, -0.136319909739666, 0.00506888111998782, 0.3068672126079529]","[87448.96624489207, 34.885231674122295, 0.7836056483329723, -0.13126718894769684, -0.07113425758278462, 0.03579171110619798, 0.37324791014030034]",161,1.640625,2250.0,11000.0,5.62865522232636e-15
"[49401.50561036935, 27.141472448666253, 0.7482337037162619, 0.21500768289835293, -0.1491452625217194, 0.009066194634466142, 0.33147787205377]","[83374.3525968769, 34.885231674122295, 0.8049347096610084, -0.16216884404400833, -0.11556644941139281, 0.01619730696155771, 0.37639761540527944]",161,1.6796875,2250.0,11000.0,5.762771932464279e-15
"[55115.81710141891, 7.934018195486519, 0.7423730706796203, 0.16595542583982326, -0.02845879958661343, -0.026007325309558325, 0.3765890432240552]","[83274.60276657474, 7.934018195486519, 0.9864839497559533, -0.6364420923166016, -0.07862276619421847, -0.027566355910775244, 0.3978696522074594]",161,1.71875,2250.0,11000.0,5.8968957020401016e-15
"[54457.18859704791, 8.994919799956122, 0.7071977091092696, 0.26661987468768666, 0.012741541321057875, -0.020113393683198047, 0.3628401749240921]","[76462.01444981457, 7.73735229458698, 0.8044599964314394, -0.3012064748229104, -0.0027637460289238955, -0.0056824059103705304, 0.4195224630550954]",161,1.7578125,2250.0,11000.0,6.031026692869368e-15
"[56109.439870327544, 30.007974872914932, 0.7935415978905223, -0.16672738225337191, 0.0637374505096127, 0.018675944544151654, 0.34390077617483233]","[97245.75922495921, 7.545561285025422, 0.7973992911248103, -0.16918848730195757, 0.011733167107873378, 0.03678272454312174, 0.42080332566773254]",161,1.796875,2250.0,11000.0,6.165165066767619e-15
"[51074.445079775986, 7.545561285025422, 0.6935775774605962, 0.13662543273713457, 0.09490671469949406, -0.006468984306496908, 0.3484357906847882]","[78100.01289356133, 7.545561285025422, 0.8678200171401916, -0.23198085209503239, 0.2204221876131173, -0.0019580264421201077, 0.3894986096832557]",161,1.8359375,2250.0,11000.0,6.299310995846331e-15
"[58376.03290713896, 23.940284188088544, 0.6979370784237208, 0.24021126356253264, 0.045896443988741105, -0.03735767659366233, 0.32823945379871544]","[83030.32416242445, 7.545561285025422, 0.806470643124327, -0.1056956935008202, -0.005211595062503724, -0.02967088506095195, 0.3799532941625948]",161,1.875,2250.0,11000.0,6.433464624072812e-15
"[47523.98579297067, 30.007974872914932, 0.7550835242300757, 0.11347262819033777, 0.04859356276762755, -0.001786152627384899, 0.3178359165216014]","[80669.86102795973, 7.545561285025422, 0.8796901380883844, -0.2809555440762077, -0.26578378718075546, 0.024300042827933247, 0.4007561948845379]",161,1.9140625,2250.0,11000.0,6.567626129927213e-15
"[53565.15820848448, 7.545561285025422, 0.821822967998231, -0.05100361986250945, 0.03732690941688277, 0.014547898362367922, 0.3500425388467254]","[95018.43369403578, 7.545561285025422, 0.9523375583965439, -0.44961437369470714, -0.06748969261459832, 0.04058479867641974, 0.41784110645847183]",161,1.953125,2250.0,11000.0,6.701795675722343e-15
"[53821.24721162251, 8.13568289637656, 0.842750757348666, -0.19582484826337332, 0.04954450495172356, -0.01919061683976457, 0.3583826948753624]","[88653.45341587563, 7.73735229458698, 0.9594663664328091, -0.4722782928646705, 0.09234119101571826, -0.02764113737759061, 0.4199201168369504]",161,1.9921875,2250.0,11000.0,6.835973423979984e-15
"[50806.331149508376, 8.13568289637656, 0.7573317002495038, 0.1497324965311746, -0.015021653024995621, -0.024037916044583434, 0.31313346991308644]","[78722.19484626962, 7.545561285025422, 0.8683469261037112, -0.33582556642841954, 0.15692836679442157, -0.019373033930282245, 0.3864813954732445]",161,2.03125,2250.0,11000.0,6.970159537430897e-15
"[47734.81232729069, 25.812600712681103, 0.7275223902108789, 0.35228421470082383, 0.10337788374728338, 0.01214784092950217, 0.305130232645909]","[92642.87416020926, 32.354832027270334, 0.9393461087176638, -0.3764488107477617, 0.2376571417892647, 0.04373083573705358, 0.38246528170376776]",161,2.0703125,2250.0,11000.0,7.1043541793148084e-15
"[46895.23802941626, 8.994919799956122, 0.7539775702648344, 0.09324906041627923, 0.024580842799204347, 0.005482740947062977, 0.31765563704028116]","[84166.30627870692, 7.73735229458698, 0.9413609013103357, -0.38241357825198685, 0.08134445157662946, 0.01210040632685007, 0.4220681872869496]",161,2.109375,2250.0,11000.0,7.238557515783846e-15
"[54108.96165881272, 7.934018195486519, 0.8077347904774372, 0.013208453553598787, 0.02806393207217536, -0.02799639211931209, 0.33073113271984406]","[94058.93459850537, 7.545561285025422, 0.9176693489466166, -0.15415382683545875, 0.24315260791336532, -0.03901893433032545, 0.41873359084771156]",161,2.1484375,2250.0,11000.0,7.372769712119727e-15
"[50768.0626142986, 25.812600712681103, 0.8131122179494652, 0.062217967834985455, 0.14089539023752842, -0.010564418168978136, 0.32609774287729354]","[77301.72635542517, 6.998244134052005, 0.6568901767618013, 0.25173613776050185, 0.045195407778233096, 0.0032852559444480536, 0.38246233251842493]",161,2.1875,2250.0,11000.0,7.506990933464259e-15
"[52055.108627797716, 21.116658578138683, 0.8209251868860309, -0.08805305808508157, 0.004305095196640079, 0.01783216111719481, 0.31183008360855974]","[95796.2471118327, 6.82477390075695, 0.6921377281482406, 0.1847347212892938, -0.20399006370523162, 0.044150501589061274, 0.3829712316467381]",161,2.2265625,2250.0,11000.0,7.641221345331219e-15
"[48909.28770956545, 8.994919799956122, 0.7853066157936333, -0.07479637990552979, -0.06593479860349853, -0.00347891793940817, 0.33183885977431643]","[83916.09953008629, 7.73735229458698, 0.9090000571316315, -0.3530588101316523, 0.029372074034966267, -0.013116191830598445, 0.40582809005249254]",161,2.265625,2250.0,11000.0,7.775461113606351e-15
"[56700.87903605698, 8.994919799956122, 0.8135574933661908, -0.13157911182452997, 0.03552854485506825, -0.027069136435491113, 0.3451377167543133]","[81770.1786968115, 6.998244134052005, 0.8924163658957474, -0.16090151333762037, 0.14457827571948206, -0.023922343265098383, 0.39101468255688415]",161,2.3046875,2250.0,11000.0,7.909710404547373e-15
"[54563.29587408089, 8.994919799956122, 0.8778397496012726, -0.26451065973433074, -0.0075227098224702965, 0.007016795748722334, 0.3612063370718676]","[92164.7727771386, 7.934018195486519, 0.8713667948254125, -0.07659496241231034, 0.21337453115398303, 0.03318352514778773, 0.4153468252209874]",161,2.34375,2250.0,11000.0,8.043969384783958e-15
"[54156.5784620168, 7.934018195486519, 0.8558932967870484, -0.10873655269614346, 0.023553713275840733, 0.015278239450780863, 0.3522898582497031]","[94314.44089045393, 7.545561285025422, 0.8733236475392717, -0.09073673548744798, 0.22374108549988414, 0.029937751363707892, 0.4229501667738606]",161,2.3828125,2250.0,11000.0,8.17823822104062e-15
"[53031.02494798582, 8.994919799956122, 0.7739271307987992, 0.01589711686322781, 0.14877692419977354, -0.022168321495513784, 0.330553886681926]","[85976.36039007228, 7.545561285025422, 0.7878842303184468, 0.28853131252609154, 0.005993744030878123, -0.031232784362941957, 0.36235743073058063]",161,2.421875,2250.0,11000.0,8.312517079586165e-15
"[48785.581164668416, 30.007974872914932, 0.7829858929193328, 0.011891798547922772, 0.08409716890457884, -0.015682718083824543, 0.32403661396348843]","[76540.83675555994, 7.934018195486519, 0.8243732128578938, 0.13351402355687725, 0.07088670245352975, -0.008607647555651951, 0.37253049159732127]",161,2.4609375,2250.0,11000.0,8.446806127604336e-15
"[50761.615557966645, 9.223550207184074, 0.7026219027885285, 0.30267015731353064, -0.04559580169362877, -0.021382898482934908, 0.3007284534626777]","[95007.87896816914, 7.73735229458698, 0.7903169551456146, 0.023106594612459563, 0.2420638372002584, -0.015702185683758287, 0.39272435924380555]",161,2.5,2250.0,11000.0,8.581105532652759e-15
"[44050.89350836975, 8.994919799956122, 0.7097686229271292, 0.34965078944231065, -0.11479779331899129, -0.01319454315668388, 0.3002776814402127]","[86850.52115330446, 7.545561285025422, 0.7613800364077941, 0.13260144332350166, -0.008812034803769776, -0.02995971913893835, 0.35431596538196036]",160,2.5390625,2250.0,11000.0,8.715415462604573e-15
"[46571.60082226551, 7.934018195486519, 0.7652755671627718, 0.14094041241195177, -0.057911201472310186, 0.0005212514015605318, 0.3195767247723645]","[88328.13376210691, 34.020507728923434, 0.9061832833535599, -0.3202933020924119, 0.009886501055980771, -0.014969953550037586, 0.35360628721614246]",160,2.578125,2250.0,11000.0,8.849736085648426e-15
"[54135.110973814946, 7.73735229458698, 0.8316086507393554, -0.16250563049574973, 0.025971268609326435, -0.02923071639846088, 0.3339898373480246]","[93766.6379152772, 7.3585243295573335, 0.9052087439009766, -0.21330838811080755, 0.1444007300862498, -0.0574056603561407, 0.3539456723053318]",160,2.6171875,2250.0,11000.0,8.984067570288472e-15
"[48273.57336931638, 8.342473455385782, 0.8362866396603198, -0.11016262501093443, 0.10421639384685372, -0.015946225751737025, 0.32718236964254765]","[81111.94576657854, 34.885231674122295, 0.9092272633765872, -0.3707400827897871, 0.033931543747071934, -0.01743296899024188, 0.35388552706963416]",160,2.65625,2250.0,11000.0,9.118410085344382e-15
"[50909.88641864527, 8.13568289637656, 0.8057100188668422, 0.050661510539085075, 0.04582638755925504, 0.012284405192592641, 0.3242783487404044]","[101029.97159115056, 34.885231674122295, 0.8653320449449466, -0.1952779936233484, -0.05663384536720968, 0.015609443540081898, 0.37856468101019053]",160,2.6953125,2250.0,11000.0,9.252763799957082e-15
"[49706.56406975119, 8.13568289637656, 0.8411663183290926, -0.13595122130670934, 0.00014345951737252058, -0.011893650254460496, 0.3349259623972703]","[91367.15217373072, 34.020507728923434, 0.8458320565352724, 0.05654625475367947, 0.16183670762488456, -0.045692248704696244, 0.3773436941270598]",160,2.734375,2250.0,11000.0,9.387128883588026e-15
"[53371.07204855557, 7.934018195486519, 0.8574052015300619, -0.16843842622213767, 0.0491606244743143, -0.03740781508981596, 0.32010175541396335]","[87215.11145773043, 7.934018195486519, 0.8823753612118426, -0.22497830013937792, 0.13047364770101083, -0.052638472526500564, 0.35899280756962115]",160,2.7734375,2250.0,11000.0,9.52150550600893e-15
"[47354.437066692684, 28.538756512039726, 0.8244079673350769, -0.07402690600265416, 0.044502210471155296, -0.005179609229010509, 0.31291608122918296]","[92809.28536736462, 6.82477390075695, 0.9076251305297712, -0.271487331682839, 0.020412422672593317, -7.74564988476314e-05, 0.3834497138047802]",160,2.8125,2250.0,11000.0,9.655893837307585e-15
"[49614.59704691364, 7.934018195486519, 0.7886456107304316, -0.058899096786547034, 0.0035555129355805855, 0.004022546995868253, 0.32940453860717744]","[103767.92229039637, 7.176123586213073, 0.8179184472625741, 0.07942135538547035, -0.2183898044515848, -0.0006769372817050048, 0.42236636108368114]",160,2.8515625,2250.0,11000.0,9.79029404788789e-15
"[49637.244970600805, 18.164367258101425, 0.8197151844997023, -0.2133618809384381, 0.05122322815027032, -0.026885932063216808, 0.3257689184680028]","[103288.27870277937, 6.998244134052005, 0.8323286785961245, 0.0040955014335173345, -0.18788162907247366, -0.05829595668840686, 0.4165959132039087]",160,2.890625,2250.0,11000.0,9.924706308469855e-15
"[50996.6874891224, 8.994919799956122, 0.8109034988712811, -0.1222371387051635, 0.07881876527927154, -0.026073293292374837, 0.321520029380692]","[85240.48619053225, 7.3585243295573335, 0.9269383193226756, -0.27352575657460454, -0.09518157441180525, -0.03538810913473601, 0.3847766632276318]",160,2.9296875,2250.0,11000.0,1.005913079008959e-14
"[55874.08799925955, 30.007974872914932, 0.8554442818654766, -0.013195281744271536, -0.0015872906973525415, 0.004939360965075021, 0.3604631381728046]","[108219.82211981417, 7.73735229458698, 0.7578785220341451, 0.30444621622851686, 0.1051366761038457, 0.00950487754500159, 0.4255580667460595]",160,2.96875,2250.0,11000.0,1.0193567664112573e-14
"[57111.0619296007, 7.934018195486519, 0.871645071199382, -0.17934035553371608, 0.10191869000076664, -0.0069065159906651595, 0.38376026032400046]","[105947.22480992349, 7.934018195486519, 0.8305782051013286, -0.06227081798777423, 0.07780910174633562, -0.03077781727844122, 0.4865328132507134]",160,3.0078125,2250.0,11000.0,1.0328017102817668e-14
"[61466.686824350436, 7.934018195486519, 0.8725295857843057, -0.174377451570082, 0.12201413587328672, -0.042006224743938746, 0.3836042749470586]","[103164.74260956226, 7.934018195486519, 0.8545073734277623, -0.04250779068518229, -0.09283633360081149, -0.05633093164760241, 0.4404975777135059]",160,3.046875,2250.0,11000.0,1.046247927877379e-14
"[53125.30690610065, 7.934018195486519, 0.7596192762943267, 0.12865174761795428, -0.05340284813648492, -0.01570255045590022, 0.3664543892400766]","[86769.59183108577, 7.934018195486519, 0.8753303032676427, -0.2320143843724174, -0.10790365665745486, -0.01714198643351002, 0.4157054405671546]",160,3.0859375,2250.0,11000.0,1.0596954364662204e-14
"[56589.99795846723, 7.934018195486519, 0.6900490250914824, 0.4042644057262397, -0.07235483080639706, 0.006763890772869146, 0.3623367710225869]","[106271.9440421868, 7.934018195486519, 0.8599530244455127, -0.05915815020895465, -0.18443752926013937, 0.0054809870508708445, 0.44750215872440835]",160,3.125,2250.0,11000.0,1.0731442533520668e-14
"[58884.07077243602, 7.934018195486519, 0.7829217032309722, 0.19348700161632193, -0.017768983433841107, -0.02635229971806878, 0.38563824415924974]","[100395.36979744719, 7.934018195486519, 0.8631800636563614, -0.03571508223021702, -0.01810522699878935, -0.04274600040591929, 0.45289675014065983]",160,3.1640625,2250.0,11000.0,1.0865943958743449e-14
"[59947.15724601377, 7.934018195486519, 0.7558024964089738, 0.1350825990277542, 0.015444601449592432, -0.04219781851383695, 0.35554376749946487]","[90691.33505891955, 7.934018195486519, 0.8265696922040715, -0.2237029341242618, 0.03611636489189755, -0.045158346523643395, 0.4091924360641188]",160,3.203125,2250.0,11000.0,1.1000458814081304e-14
