Horizontal,Vertical,RUL,Time,RPM,Load,Degradation
"[134725.97653737915, 27.831346959691366, 0.8842084101992496, -0.1488397128698078, -0.03161968972230739, -0.011445089791445415, 0.6820009143272628]","[106247.0918393241, 8.99491979995612, 0.8135562865134346, 0.01575768293687796, 0.10833948440553998, 0.025402341836242362, 0.6822740823669373]",52,0.625,2100.0,12000.0,1.748195836310262e-07
"[153374.55570422046, 27.831346959691366, 0.8535378454277266, -0.04290749066243027, -0.06620229692935772, 0.0219852237419794, 0.7024934250921966]","[96867.51634213972, 8.99491979995612, 0.7909199674588152, 0.18271539923362745, 0.07551792630541838, 0.0028358707707291054, 0.6679203384050193]",52,0.6640625,2100.0,12000.0,1.8574740232625642e-07
"[155363.69785148345, 27.831346959691366, 0.7626332164414298, 0.24163394262560267, 0.04043565997457574, -0.011972518467244137, 0.70982413626518]","[99746.19049367728, 8.99491979995612, 0.8739079989712807, -0.17800824723360353, -0.019966294944071632, -0.015848968587762056, 0.6319930891981641]",52,0.703125,2100.0,12000.0,1.9667550041451227e-07
"[142008.77212608737, 27.831346959691366, 0.7314439374323489, 0.1579353685044489, 0.02009492588059616, -0.01205226980824521, 0.6837510174221768]","[105276.42345764877, 8.99491979995612, 0.7914712624453154, 0.07586202222442662, -0.12147364498081696, 0.021152258152558, 0.6545162375236065]",52,0.7421875,2100.0,12000.0,2.0760389332703317e-07
"[126753.95984154506, 9.223550207184072, 0.825414940256624, -0.19815653053434623, 0.0022230108892429237, 0.015007755984335926, 0.6595532869194902]","[91308.93662955843, 7.737352294586978, 0.7486610772249741, 0.5079277062045349, -0.30275039221757255, -0.0016095621040188419, 0.6592256179102612]",52,0.78125,2100.0,12000.0,2.1853259645582899e-07
"[117606.33739719698, 8.13568289637656, 0.8463974658194349, -0.16030284112152504, 0.037327255156087806, -0.01579523527318169, 0.6517770960177449]","[98936.36574450834, 8.99491979995612, 0.7903256946361734, 0.012727378043945414, -0.1713067347453158, -0.014081566497521724, 0.6986028851923021]",52,0.8203125,2100.0,12000.0,2.2946162514470728e-07
"[127649.66682145708, 6.998244134052005, 0.9125514734204815, -0.31419403355114195, -0.07730608463364635, -0.016365295748233977, 0.6747932615987191]","[112436.59977867015, 8.99491979995612, 0.930600441068659, -0.32478856153288627, -0.12173155379123941, 0.030315939683578614, 0.7133356234110564]",52,0.859375,2100.0,12000.0,2.4039099473747554e-07
"[130577.83566333448, 10.995218413922112, 0.8817145619754985, -0.1576572652051884, -0.06875855530378744, 0.0195439487008139, 0.6790828492660651]","[96226.73135788353, 8.99491979995612, 0.8807859005557479, -0.32299967463362433, -0.0444420237446272, -0.008630067975471778, 0.7388678504206558]",52,0.8984375,2100.0,12000.0,2.5132072057794114e-07
"[137565.77018499025, 9.223550207184072, 0.730052556758716, 0.12692898856121682, -0.03865918149633048, -0.010834778065516725, 0.6855678039485448]","[111144.35136064705, 8.99491979995612, 0.8815139799822073, -0.30301784228617157, -0.024598531042339382, -0.0276730188616635, 0.749542276284724]",52,0.9375,2100.0,12000.0,2.622508180099117e-07
"[132128.91137240588, 9.223550207184072, 0.7150512239815842, 0.2772492656782912, -0.0661833465112725, -0.017645755168541274, 0.6724515510457023]","[113466.6249310383, 18.164367258101425, 0.8737706545882454, -0.10783781763019995, -0.1437869522856926, 0.027932877543706804, 0.6892876857947462]",52,0.9765625,2100.0,12000.0,2.7318130237719454e-07
"[152367.35242099792, 9.223550207184072, 0.7632481957196704, 0.15194628681933287, -0.1046593593998156, 0.014652798853995548, 0.7267101458447149]","[108329.19893410188, 8.99491979995612, 0.8360294970354725, -0.031070290437842374, -0.17098367400348533, -0.006781782830711265, 0.6791016355186844]",52,1.015625,2100.0,12000.0,2.8411218914736824e-07
"[161980.40076667484, 9.223550207184072, 0.8003969327196564, -0.002857347312483771, -0.07976185860647993, -0.005482223755353306, 0.7355230388633913]","[133817.65425809324, 8.99491979995612, 0.7432680413595929, 0.07230628188162358, 0.04667172045993309, -0.009081563970447518, 0.7434421870022672]",52,1.0546875,2100.0,12000.0,2.95043493886712e-07
"[142624.50740145947, 9.223550207184072, 0.8202169999605238, -0.033263426163990584, -0.05453530649844514, -0.014339561282372034, 0.7162427701891395]","[153075.7233756477, 8.99491979995612, 0.7416731886193438, -0.012853372662850582, -0.07108553994717146, 0.040040650996148876, 0.7546241515253062]",52,1.09375,2100.0,12000.0,3.059752320162627e-07
"[162679.97665613345, 9.223550207184072, 0.7520869726907369, 0.09720192273198158, -0.12212628784221367, 0.007877754917546324, 0.7777754448757838]","[137652.90921077476, 8.99491979995612, 0.8511775460969091, -0.25259983766137095, -0.12647784777706897, -0.0015408652033806582, 0.7609652434103154]",52,1.1328125,2100.0,12000.0,3.169074189558375e-07
"[161283.97005285296, 9.457991879467373, 0.7525051966254714, 0.0029785014863521475, -0.04505300348036034, -0.01636328602710329, 0.7765139635612538]","[151538.31962105885, 8.99491979995612, 0.8163952526617685, -0.11542315394704028, 0.0835244532640123, -0.021866729190435166, 0.8059569759669553]",52,1.171875,2100.0,12000.0,3.278400701252537e-07
"[152529.5680620171, 9.223550207184072, 0.8532608066384266, -0.14324938462173487, 0.08816271595204003, -0.016654253073400245, 0.7203604314837854]","[133076.64570417858, 8.99491979995612, 0.7152938121902158, 0.2722906432829246, 0.004651015229021476, 0.03184598311645185, 0.7230327811883656]",52,1.2109375,2100.0,12000.0,3.387732009443285e-07
"[157971.0344158335, 9.223550207184072, 0.8182320879333163, -0.047087313998265934, -0.0061025431719301595, 0.018073138594982975, 0.7129452149227957]","[97204.95715668498, 9.223550207184072, 0.8372904587808134, 0.10439242069537125, -0.24472873120877142, -0.005753006715115482, 0.6349412283146747]",52,1.25,2100.0,12000.0,3.497068268328793e-07
"[166667.08344033276, 27.831346959691366, 0.8846259141578722, -0.1771261940733866, -0.05288430001340342, -0.00676128261996697, 0.7721572293497541]","[99507.3036430512, 8.99491979995612, 0.7883321139698051, 0.03558121676902726, -0.08146417449545038, -0.032389983747918696, 0.6172710336092814]",52,1.2890625,2100.0,12000.0,3.606409632647487e-07
"[176601.55906304912, 27.831346959691366, 0.8689337727189829, -0.2473250377431362, -0.03309179970423219, -0.020404487206822395, 0.7564245199193594]","[100114.64452007662, 8.99491979995612, 0.8901220294189942, -0.19051284695010917, 0.2060890442700717, 0.025492433909162285, 0.6397470911706918]",52,1.328125,2100.0,12000.0,3.71575625946075e-07
"[145263.16135047676, 9.223550207184072, 0.9092745866773386, -0.22230529670347243, -0.04359120699464787, 0.009846371730372361, 0.6935881335460998]","[95423.04963589957, 8.99491979995612, 0.8601084845216105, -0.15921590451873158, 0.13189763935779825, 0.0013155568409209124, 0.6511742788509212]",52,1.3671875,2100.0,12000.0,3.8251083042811596e-07
"[161589.10078562718, 27.831346959691366, 0.8165725194701713, -0.08243199764389297, -0.10754621552492301, -0.006119969595926905, 0.7375652265274911]","[109966.30007229451, 8.99491979995612, 0.8700760156116909, -0.05787821330946619, -0.06784261648665069, -0.023679177546481717, 0.6409106032748416]",52,1.40625,2100.0,12000.0,3.934465922359022e-07
"[168355.7027842972, 27.831346959691366, 0.8218687037024224, -0.16010193930320504, -0.0498070867345399, -0.025440449721639547, 0.7345042196384608]","[118470.05083395499, 8.342473455385782, 0.7346908735102919, 0.27592155412210984, 0.0007738019635005577, 0.026133751681295656, 0.714211142162764]",52,1.4453125,2100.0,12000.0,4.0438292689446446e-07
"[141289.49978024734, 27.831346959691366, 0.7842919184544792, -0.19665378282974455, 0.14632646396440444, 0.013355055095817244, 0.6982066911073185]","[109011.7832547128, 8.99491979995612, 0.7256503017514445, 0.12918971146468072, 0.018854065571704517, 0.020283247302178262, 0.7362607055035185]",52,1.484375,2100.0,12000.0,4.1531984992883327e-07
"[134073.72381791697, 27.831346959691366, 0.7657465752279063, -0.03859315563121868, 0.07145926815034115, -0.0016256338961976801, 0.6683269763373514]","[112895.19059307176, 8.99491979995612, 0.7873624096429097, -0.06704431746063255, -0.06435838488454117, -0.03001451013313922, 0.687471417161687]",52,1.5234375,2100.0,12000.0,4.2625737694934597e-07
"[127608.81119136741, 9.223550207184072, 0.8501259240074575, -0.10668686385566195, 0.08123909701750665, -0.02411506708337945, 0.6455075672446946]","[104257.55373143918, 7.934018195486519, 0.7622085686412079, 0.25134229835009947, -0.0971586129312702, 0.012366547428572985, 0.6909015261591968]",52,1.5625,2100.0,12000.0,4.371955237320522e-07
"[120554.59590632826, 28.538756512039726, 0.8882163208638743, -0.15980458750484772, 0.09298724556868407, 0.011829672613428068, 0.6465915316817735]","[102240.97599018917, 8.99491979995612, 0.7562638778083179, 0.2243256892376677, -0.04125410440126548, 0.012219895066245087, 0.6758283029710399]",52,1.6015625,2100.0,12000.0,4.481343059035564e-07
"[153670.67709118215, 9.223550207184072, 0.8011123092918476, 0.0027277821511497713, 0.08402760633823353, -0.007606232772721775, 0.735652222229038]","[117731.5725894392, 6.329739049630241, 0.9007585083025523, -0.20730567508296316, 0.010834159764004102, -0.020814260152256812, 0.6534612876784021]",52,1.640625,2100.0,12000.0,4.5907373908271897e-07
"[176904.75136830905, 9.223550207184072, 0.8046696296861575, -0.04930024808729039, 0.09128727897147457, -0.03114446624824994, 0.7611752157016264]","[128583.30273473477, 6.329739049630241, 0.944440443580516, -0.3325098743266435, -0.04439848365954038, 0.027470149688503406, 0.7019263997538793]",52,1.6796875,2100.0,12000.0,4.700138388884e-07
"[151796.08471493662, 10.197680445662414, 0.7500706810751034, -0.12697147662365538, -0.037076447679182306, 0.01047575965708389, 0.7271838729760547]","[135192.41616920236, 6.329739049630241, 0.7747481066304795, 0.15310270794013459, 0.10180989766442372, 0.00557832517386251, 0.7569945399587392]",52,1.71875,2100.0,12000.0,4.809546209394598e-07
"[131503.3657079857, 6.172839506172843, 0.7083299538290045, 0.0677976395774409, -0.037622913879204245, -0.0001791790882909119, 0.6829989813958335]","[137929.7450722374, 6.329739049630241, 0.7718180594030956, 0.2537935524956185, 0.02682542175187389, -0.029483340529965964, 0.7586671854938106]",52,1.7578125,2100.0,12000.0,4.918961010185723e-07
"[119496.00499221543, 7.176123586213073, 0.6067198378830185, 0.3715343415644998, -0.12493895846494626, -0.03016352761817341, 0.6219400469388707]","[104866.23362266108, 8.342473455385782, 0.8604482918533611, -0.12897353459360517, -0.16367524610974485, 0.02057916876942301, 0.6805116268280881]",52,1.796875,2100.0,12000.0,5.028382950220107e-07
"[150231.87556079126, 27.831346959691366, 0.718890209059905, 0.2937842264924373, -0.011318005551064813, 0.007567330955566782, 0.7019926619907695]","[90110.09426019403, 8.13568289637656, 0.8925966829183543, -0.3262283474986569, -0.020403573594549012, 0.010421878591955869, 0.6473167947915305]",52,1.8359375,2100.0,12000.0,5.137812186839647e-07
"[147271.01046941808, 27.831346959691366, 0.801183958158755, 0.043940305559687864, 0.06347197784538024, -0.004986716463228081, 0.7188242085251494]","[108294.07215193791, 7.176123586213073, 0.8587187756294474, -0.17510024875134134, -0.011283013192282103, -0.021984204125465433, 0.6588897426750022]",52,1.875,2100.0,12000.0,5.247248877380524e-07
"[132705.4878405441, 27.831346959691366, 0.8370963633271972, 0.010241612923118204, 0.04283371086200011, -0.032144995383946565, 0.6690503004422419]","[103221.40747275723, 6.329739049630241, 0.859157705875125, -0.2335608205302786, -0.08305030325947277, 0.028992217529121133, 0.642354776127035]",52,1.9140625,2100.0,12000.0,5.356693179178916e-07
"[150151.60728411475, 13.781968304760127, 0.8516930559390661, -0.17174768038913335, -0.046782715829956224, 0.005863967135531974, 0.6985226989427387]","[91822.24151473521, 8.99491979995612, 0.7924350160718212, -0.10355242770057149, -0.09656260983929092, 0.016969953541749707, 0.6057631296813151]",52,1.953125,2100.0,12000.0,5.466145259468918e-07
"[183871.24563714192, 27.831346959691366, 0.8169829336899854, -0.18657359030865717, -0.04552647232110822, 0.0007209039898489315, 0.7695981429880037]","[115032.36708138764, 8.99491979995612, 0.5412410269237122, 1.2059098134048352, -0.16542921468826943, -0.02134797558821126, 0.6742064490204001]",52,1.9921875,2100.0,12000.0,5.575605253170765e-07
"[184426.3163155519, 27.831346959691366, 0.8248269644360063, -0.15701676569441414, 0.002996825028607753, -0.032868322762654674, 0.7717335520082804]","[128235.19687131832, 6.172839506172843, 0.6253979255316856, 0.8765143718341295, -0.07567093766249262, 0.023629611312381105, 0.7402047894603445]",52,2.03125,2100.0,12000.0,5.685073337929501e-07
"[152668.53569650257, 9.223550207184072, 0.8690765311061167, -0.28042455845697667, 0.06316744891247243, 0.0007467767206868104, 0.718837083703324]","[104062.9114723892, 8.342473455385782, 0.7626909392236668, 0.38680643228194134, 0.08341209098433336, 0.0030086047292994635, 0.7035244718379221]",52,2.0703125,2100.0,12000.0,5.794549671447494e-07
"[139781.8123920297, 9.223550207184072, 0.7151728258222187, -0.02478362439100046, 0.01822668560293124, 0.004239241783744324, 0.7177826672403098]","[121049.40967655841, 8.99491979995612, 0.7978912910660065, 0.0928288280463585, 0.08616631102772895, -0.036412066658953114, 0.6927638436536695]",52,2.109375,2100.0,12000.0,5.904034411652582e-07
"[139379.16071409744, 9.223550207184072, 0.6952041869775961, 0.13157145768196088, -0.040286091111132356, -0.032090587100672294, 0.6995783265991341]","[127392.89989938306, 8.99491979995612, 0.927412686103358, -0.2928433890712041, 0.010877970185457737, 0.01866413630899363, 0.7235287708202918]",52,2.1484375,2100.0,12000.0,6.01352771669807e-07
"[121423.80676603781, 9.223550207184072, 0.8401946785531613, -0.07357828492219154, -0.0032042672131019686, 0.0008121950184412476, 0.6691851882822677]","[128672.00410702723, 8.99491979995612, 0.9587703456042693, -0.461582845883989, -0.05970408998414106, 0.024628061395876075, 0.7559846038568135]",52,2.1875,2100.0,12000.0,6.123029745105289e-07
"[140625.39643472058, 9.223550207184072, 0.7934775918916764, 0.013472903793189328, 0.051472724619048255, -0.0023233279551107024, 0.7033263509382242]","[125722.66902467082, 8.99491979995612, 0.9382311647791093, -0.3456868593615008, 0.04995221834716725, -0.015024726014731812, 0.7272715157136442]",52,2.2265625,2100.0,12000.0,6.232540657985916e-07
"[147427.89314514122, 9.223550207184072, 0.8072771931543374, -0.06076322442990589, 0.09110044795027103, -0.037769932296883975, 0.7169155263754005]","[104145.3950893865, 8.99491979995612, 0.8276983705157529, -0.2036668124938914, 0.003684680974215331, 0.016111392590643193, 0.6225432112195699]",52,2.265625,2100.0,12000.0,6.342060616101002e-07
"[149475.1843111201, 27.831346959691366, 0.8269915128536076, -0.1401588212872591, -0.0018264097180517114, 0.0005217657981784107, 0.6914227360922794]","[88309.05136011477, 8.99491979995612, 0.9298117281362597, -0.3486528229603363, -0.031613362016153126, 0.019984090672097984, 0.5493298440952702]",52,2.3046875,2100.0,12000.0,6.451589779960464e-07
"[143438.53649565481, 27.831346959691366, 0.7917292819605228, -0.06591800295059791, 0.01770115060515955, 0.007362923013575262, 0.7115409403275886]","[93687.29234091946, 35.77193493566051, 0.838476735935325, -0.016223446677913422, 0.005864184130486009, -0.024326350159693484, 0.5733684937522864]",52,2.34375,2100.0,12000.0,6.561128310456955e-07
"[146167.5221830767, 27.831346959691366, 0.7709390393420563, 0.0539916156730218, 0.08328434850413828, -0.03330284163907646, 0.7263710220190952]","[88737.65757192027, 18.164367258101425, 0.8612996975081089, -0.016577299287372504, -0.03425648696769208, 0.0025429314114045524, 0.5789382709724286]",52,2.3828125,2100.0,12000.0,6.670676368865875e-07
"[134163.35467261495, 10.995218413922112, 0.682981860207657, 0.39961039172427615, 0.01615562421595235, -0.0050671168005012035, 0.6909851156196578]","[88783.27937539812, 7.934018195486519, 0.761002037458109, 0.14371488418190204, -0.007488318045769863, 0.018140743359071957, 0.5994396661128212]",52,2.421875,2100.0,12000.0,6.780234116845359e-07
"[150533.98044394402, 9.223550207184072, 0.6694748879251469, 0.551536851938367, -0.09134208324785711, 0.002270015995532667, 0.7109314342590557]","[105272.56320950438, 9.944903610203074, 0.7905961066576215, 0.2349829763427489, 0.06399555755164536, -0.012823505274783176, 0.625580510090941]",52,2.4609375,2100.0,12000.0,6.88980171643629e-07
"[174771.7923520892, 27.831346959691366, 0.6987522493662883, 0.6048480806029022, 0.0562159280128405, -0.020465666191958717, 0.76305204980446]","[79793.70693526312, 9.944903610203074, 0.6868844960640892, 0.3346037856523667, 0.003550280536184233, -0.001206765519592521, 0.5414710721805316]",52,2.5,2100.0,12000.0,6.999379329651061e-07
"[149733.9359815073, 30.77070935725288, 0.6865814592622843, 0.6944586148021545, 0.15297142355706211, 0.020328070964789526, 0.6958974048964953]","[104908.51574996967, 35.77193493566051, 0.7625036025087448, 1.16639572386799, -0.375691516587787, 0.01505069270137978, 0.5917405846027899]",51,2.5390625,2100.0,12000.0,7.108967118365827e-07
"[131723.49457717844, 27.831346959691366, 0.7456512084402309, -0.022104985395645205, -0.03829942224921513, 0.04251503921181171, 0.6273100758240846]","[111107.54660503482, 18.164367258101425, 0.6965193546256789, 0.3295206497335572, -0.012468749907026217, -0.0320473949580571, 0.6794614990510695]",51,2.578125,2100.0,12000.0,7.218565245291761e-07
"[168740.53052927475, 27.831346959691366, 0.8691886747511892, -0.24647588283291588, -0.17066845145049722, 0.0029164649904446166, 0.7122466102505757]","[95237.80927812788, 8.99491979995612, 0.870930926695819, -0.07376944721502676, 0.26813300984125454, -0.028910890108126565, 0.6308080007587539]",51,2.6171875,2100.0,12000.0,7.328173873478406e-07
"[150034.06057616288, 27.831346959691366, 0.8036669084000532, -0.053163875405894956, -0.08200111238094017, 0.012846039688043962, 0.675523062730255]","[91376.25893357866, 6.82477390075695, 0.9128889248058832, -0.21266958193518803, 0.01673034852281995, 0.007988388000059764, 0.5918861495405737]",51,2.65625,2100.0,12000.0,7.437793166304791e-07
"[126046.20583317358, 9.223550207184072, 0.6878771615266314, 0.19787070847260635, -0.06495474342157016, 0.039334262694701784, 0.6305952544612012]","[100223.81912693485, 6.82477390075695, 0.9182039564398532, -0.21591959686038154, 0.09811433625892864, -0.0396174296638913, 0.6156075048895789]",51,2.6953125,2100.0,12000.0,7.547423287479427e-07
"[152440.78720222294, 9.223550207184072, 0.6650359858527042, 0.17696391849375015, -0.05742406058317541, 0.001230528898787039, 0.7139972038537917]","[87928.11377361084, 8.99491979995612, 0.9019211043531843, -0.2350906213869135, 0.13475624874287634, -0.03345346435320414, 0.5948015491386063]",51,2.734375,2100.0,12000.0,7.657064401040308e-07
"[142487.95348635197, 9.223550207184072, 0.6568901790888216, 0.039514348381417985, -0.01474385762347759, 0.017487493573864695, 0.7008886726513827]","[101701.34825579534, 8.99491979995612, 0.872488488637527, -0.3306767923532181, -0.09252800365919009, 0.012931394048368645, 0.6157695600991376]",51,2.7734375,2100.0,12000.0,7.76671667134671e-07
"[157957.44152223112, 27.831346959691366, 0.6685879312528431, 0.043233610455089, -0.08427359600479392, 0.03399860076823947, 0.7060552460974329]","[116086.39811308723, 35.77193493566051, 0.8624251811742389, -0.045356068889129464, -0.30349021588502695, -0.02493660488402696, 0.7226416861166003]",51,2.8125,2100.0,12000.0,7.876380263014411e-07
"[152536.66129624407, 27.831346959691366, 0.7014783561953064, 0.1320222204990089, -0.03258374493152391, -0.004854987875791444, 0.7227719157112661]","[112888.02617747996, 7.176123586213073, 0.8446894802305105, 0.042885658228232426, -0.18552034900058745, -0.03518478295505854, 0.7213009758025839]",51,2.8515625,2100.0,12000.0,7.986055341016867e-07
"[157440.8428795059, 27.831346959691366, 0.7714606375551184, -0.08780492394994877, 0.018051855901662427, 0.014576583763318041, 0.6891156541510349]","[116863.11965671659, 7.176123586213073, 0.9125113580008175, -0.26299599059018286, 0.1016994737131513, 0.0011889899794851927, 0.6746351491509616]",51,2.890625,2100.0,12000.0,8.09574207066577e-07
"[133247.02879008718, 9.223550207184072, 0.7118513027647261, 0.03266966615489908, 0.017905430813100753, 0.038772890786934994, 0.6456798082916125]","[108312.28649618202, 35.77193493566051, 0.9082418471302536, -0.3917383688703251, 0.13424484610687204, -0.03240832238845741, 0.6527289545041409]",51,2.9296875,2100.0,12000.0,8.205440617597573e-07
"[110952.4419382041, 7.737352294586978, 0.7308390909784306, 0.14647885024025875, -0.05078199543944429, -0.00552985547343965, 0.5795691657853075]","[94096.17616603077, 8.99491979995612, 0.8811706620601062, -0.25765182170774104, 0.11074292531599973, -0.04203968962219761, 0.5984509589431387]",51,2.96875,2100.0,12000.0,8.315151147773487e-07
"[102770.45051349414, 28.538756512039726, 0.682981859547914, 0.22271274266901298, -0.09050506345667622, 0.00019758240008203387, 0.5723861883250976]","[102818.04000027849, 8.99491979995612, 0.8623023216073018, -0.2765652665488525, 0.0372797493205569, 0.0019184438618527046, 0.5857248314064659]",51,3.0078125,2100.0,12000.0,8.424873827479487e-07
"[123149.93532817988, 27.831346959691366, 0.7913086806399023, 0.045722545450993746, 0.03433250937695717, 0.0328406722782533, 0.6144718851239368]","[98781.1979261132, 18.164367258101425, 0.8410043357840472, -0.3159509760121493, -0.0003485395202457862, -0.023774050616737676, 0.6223600545584638]",51,3.046875,2100.0,12000.0,8.5346088233263e-07
"[137824.61708109238, 27.831346959691366, 0.8626201483171864, -0.14967114119975777, 0.06152181417352721, -0.009975284387439566, 0.6652339062447028]","[96600.04268041281, 18.164367258101425, 0.8561171403633934, -0.03293547457690904, 0.24137872190577198, -0.03719578430958823, 0.6735089267428157]",51,3.0859375,2100.0,12000.0,8.644356302636749e-07
"[126816.47076497674, 27.831346959691366, 0.8650253533316875, -0.21856556978590458, 0.009760526479345452, -0.005537219364810888, 0.6595337279508744]","[104515.34887637166, 8.99491979995612, 0.8688250408215945, -0.1402625523860852, 0.14088340006315267, -0.010870259556857715, 0.6887119118801667]",51,3.125,2100.0,12000.0,8.754116433297689e-07
"[134049.72120808667, 9.223550207184072, 0.9012341780237481, -0.3669204329064475, -0.0066639458981224845, 0.03337286751846782, 0.6440698050212218]","[94880.75938073566, 35.77193493566051, 0.8684311060607921, -0.11874371617596458, 0.0017261870601942774, -0.046950171862504934, 0.6404855460414982]",51,3.1640625,2100.0,12000.0,8.863889383238116e-07
"[108369.41600396793, 9.223550207184072, 0.8444481192006015, -0.2455200269423674, 0.009617924995595176, 0.00019699981280073687, 0.609150623865064]","[96367.1964986584, 8.554520160171574, 0.8609496571101978, -0.19042393790450385, 0.0619146985599104, -0.04105946322964607, 0.5972409432574565]",51,3.203125,2100.0,12000.0,8.973675320750177e-07
