Horizontal,Vertical,RUL,Time,RPM,Load,Degradation
"[53392.09041073422, 12.465450088391872, 0.8624813068491307, -0.1626070706843059, 0.014577044348439105, -0.044523295703236015, 0.3351425169319184]","[60459.87523385038, 9.457991879467373, 0.7772495845862748, 0.16344360310017292, 0.016031786024585888, 0.0077959478542330915, 0.38268928177226413]",158,1.6015625,2100.0,12000.0,3.780145709821671e-15
"[49958.9726571243, 15.237528449156596, 0.9006912683035435, -0.31836843744846766, 0.06461155760370746, -0.009698376125717563, 0.33280823571689394]","[73190.28293841801, 7.3585243295573335, 0.8241918643810229, 0.28695604431855815, -0.32942630955651936, 0.024246108966917673, 0.4198173691925116]",158,1.640625,2100.0,12000.0,3.8724230714414526e-15
"[49495.9808509785, 8.554520160171574, 0.7469882695974348, -0.09123719542011122, -0.019178130851356404, -0.02034181904918018, 0.3492542500534554]","[75738.5005341971, 7.3585243295573335, 0.8024134030819374, 0.1454899083870127, -0.17225267551166196, -0.031436005354096894, 0.4306332440832686]",158,1.6796875,2100.0,12000.0,3.964706056253524e-15
"[54423.854818325824, 8.554520160171574, 0.7545627306654202, -0.03103418117558876, -0.0796072546725592, -0.04551166465708138, 0.34591235367639195]","[63190.62017190322, 7.3585243295573335, 0.7349727680664808, 0.0581980122985013, 0.03597481807335745, 0.0007459175226517551, 0.38521927804281353]",158,1.71875,2100.0,12000.0,4.056994796007602e-15
"[50505.79870380537, 8.554520160171574, 0.9205531956730826, -0.3433851860156776, 0.03347840117919616, -0.01139086681328358, 0.3405823491327807]","[68100.20846277046, 7.545561285025422, 0.8191263749292599, -0.11938977487575375, 0.03831324279271871, 0.01832614455017158, 0.37554249762448916]",158,1.7578125,2100.0,12000.0,4.14928942383522e-15
"[44565.18221635025, 8.771956610007313, 0.9685515435026231, -0.37179675449175864, 0.23352287862550927, -0.016903636851055795, 0.31679952117827603]","[68764.12642472715, 7.3585243295573335, 0.8279917886972308, -0.19216097020907696, 0.07763020278557542, -0.028541595808126957, 0.37102063290715975]",158,1.796875,2100.0,12000.0,4.241590073826153e-15
"[48906.72091731635, 8.771956610007313, 0.8520568752969326, -0.18939849719288082, 0.24442079717458054, -0.04660678749229207, 0.3052399623795887]","[60023.84962462376, 23.940284188088544, 0.8069023160887047, -0.12217326412570495, 0.028097241669535648, 0.00014363911676477058, 0.35970864485963716]",158,1.8359375,2100.0,12000.0,4.3338968787029575e-15
"[48925.1192808266, 7.176123586213073, 0.8229719828223074, 0.05164429764828826, 0.13996903055519494, -0.01672740042841173, 0.32610440980984245]","[68314.0647158563, 23.940284188088544, 0.8856751942042629, -0.17474869288869455, 0.048042215972191535, 0.019775684304407192, 0.3607863528802781]",158,1.875,2100.0,12000.0,4.426209971183364e-15
"[47242.325300173055, 8.554520160171574, 0.8596603661649713, -0.08637296117302284, 0.049453907956340415, -0.016425190554832065, 0.3396566084281032]","[72356.39800824028, 7.3585243295573335, 0.943164961593279, -0.24625261514553687, 0.29463749185128374, -0.027833900665591667, 0.3821970002750307]",158,1.9140625,2100.0,12000.0,4.518529483985103e-15
"[52700.49779436317, 8.554520160171574, 0.8572259557276386, -0.10058434651278558, 0.09946037190221975, -0.04373626684039326, 0.3366001003161463]","[61594.87513449782, 7.3585243295573335, 0.9217498944605157, -0.2905936938276179, 0.2129390480445496, -0.005177017777015265, 0.3871238012765747]",158,1.953125,2100.0,12000.0,4.610855558175092e-15
"[52451.445924213505, 8.342473455385782, 0.8323694529152939, -0.043983810159367476, 0.11899784362845636, -0.013493130706119218, 0.35401121246886996]","[75716.70516522886, 7.3585243295573335, 0.8570248498755556, -0.06850477822349665, -0.16290088889763876, 0.022348104550369553, 0.4055673533321422]",158,1.9921875,2100.0,12000.0,4.703188307562547e-15
"[53073.749034341665, 8.554520160171574, 0.8505482335650751, -0.1294489372817038, 0.1439595616413618, -0.014951868068311367, 0.3603347370095252]","[73264.22376915436, 7.176123586213073, 0.8372375563222534, -0.07811077278515244, -0.1946214962565952, -0.02557799222204944, 0.4033313542198227]",158,2.03125,2100.0,12000.0,4.79552788199633e-15
"[55923.57313131241, 8.342473455385782, 0.8450334948493334, -0.12911715088392262, 0.16176528480574792, -0.04534011822986652, 0.34990822094256]","[63790.01252219137, 7.3585243295573335, 0.7568254959720241, -0.05053496621072018, -0.1416836041014335, -0.008564194594346066, 0.3611978275133888]",158,2.0703125,2100.0,12000.0,4.887874414503062e-15
"[50299.64522352748, 8.342473455385782, 0.8109092079225566, -0.05386689775035691, 0.09453145399732962, -0.01716482511965513, 0.33328104419924903]","[74400.27178419553, 7.3585243295573335, 0.8394920066932638, -0.1571508955261094, 0.08770754722578904, 0.02649968733075171, 0.3520237155053093]",158,2.109375,2100.0,12000.0,4.980228038299557e-15
"[48303.55719214089, 8.771956610007313, 0.7785695185840222, 0.15007395686322722, 0.0970973467872979, -0.011089876867881794, 0.3264068897111417]","[72346.64763984583, 7.545561285025422, 0.8505540625709067, -0.1671744383406102, -0.040042236063352055, -0.025419394392329583, 0.3903510080063324]",158,2.1484375,2100.0,12000.0,5.072588886792816e-15
"[52865.58314885825, 8.554520160171574, 0.7548345289602352, 0.246614573815632, 0.03835194418975101, -0.04431620777725416, 0.3386173395362231]","[66576.6601181356, 7.3585243295573335, 0.8942917254160543, -0.3360379116454282, -0.223901127391211, -0.016484189853500225, 0.3782561549377873]",158,2.1875,2100.0,12000.0,5.164957093700279e-15
"[44475.325337487135, 8.554520160171574, 0.6831626252616689, 0.259811816241454, -0.058198893290808386, -0.01949886009169328, 0.31768229502730444]","[74740.59287084377, 34.020507728923434, 0.9242393277129979, -0.3635815105324878, -0.0392857042899295, 0.029235267029894655, 0.3403643434180713]",158,2.2265625,2100.0,12000.0,5.257332794924421e-15
"[48288.58314856608, 9.457991879467373, 0.7711108738864139, 0.25430835690746134, -0.11154810486917574, -0.00908316000647234, 0.335444868096752]","[65121.71324616469, 7.3585243295573335, 0.8653251428120594, -0.21760819864148795, -0.14410900723867368, -0.023312735544457206, 0.37185652370284106]",158,2.265625,2100.0,12000.0,5.349716126071957e-15
"[54854.17607417624, 9.457991879467373, 0.8427507573865167, -0.03287757212732023, 0.014807207246300106, -0.038005292062459194, 0.37074588658086305]","[73499.7004543347, 7.3585243295573335, 0.9182541505982974, -0.37459189541465143, -0.23891374837169443, -0.028293646075133638, 0.412845347385263]",158,2.3046875,2100.0,12000.0,5.442107222537757e-15
"[50157.42471044384, 9.223550207184072, 0.8651698074998679, -0.2200017507829668, 0.06822737444441192, -0.01754181815647219, 0.3507829803711127]","[74446.3822431013, 34.020507728923434, 0.8559643521908077, -0.09493679902856078, -0.2164944053851172, 0.024507690968693038, 0.3865702023540555]",158,2.34375,2100.0,12000.0,5.5345062200395456e-15
"[48604.85168396471, 8.342473455385782, 0.7966859289407567, -0.06841353050929566, 0.005466035672899144, -0.009393434166038406, 0.342814457676813]","[57979.64866905913, 6.998244134052005, 0.7372496476367123, -0.01252637981640703, 0.1655076735921783, -0.010836423155434151, 0.3590438416782213]",158,2.3828125,2100.0,12000.0,5.6269132546179e-15
"[51089.53080244214, 8.554520160171574, 0.7612193101449407, 0.25337096550313465, -0.008764751355481772, -0.0407771447741882, 0.3458310625120703]","[61544.92313637256, 6.82477390075695, 0.7811433589086467, 0.08640713394454291, 0.29051284090271684, -0.018290350792250158, 0.38161154267122893]",158,2.421875,2100.0,12000.0,5.7193284626362525e-15
"[44401.95773571707, 8.342473455385782, 0.7566208828811792, 0.1450026966829543, -0.07963770457953499, -0.02279885904863771, 0.3245673126684475]","[75073.3644689579, 23.346860094314746, 0.8709801538500443, -0.10375530292351476, 0.19871886758550414, 0.029796183157781524, 0.37514744175029047]",158,2.4609375,2100.0,12000.0,5.811751980780889e-15
"[51473.80290092318, 8.342473455385782, 0.8643178736671998, -0.09287028575854173, -0.14084176942853452, 0.00513547519726491, 0.3175570733978063]","[52732.84340616727, 6.998244134052005, 0.8108413851685756, -0.09117062548387356, -0.030269278852775736, -0.006087978894779653, 0.3636973107222934]",158,2.5,2100.0,12000.0,5.904183945714067e-15
"[50993.1659088291, 8.554520160171574, 0.7740529278011388, 0.1909420695350228, -0.20140775808605887, -0.022966633940399266, 0.3411152408474798]","[63417.32070428565, 23.346860094314746, 0.872399072168073, -0.1455140997011144, -0.07374088769784719, -0.013922026796202129, 0.3749571653463196]",157,2.5390625,2100.0,12000.0,5.996624493983121e-15
"[48145.726566680874, 8.554520160171574, 0.8130475178356876, 0.07467155094231837, -0.04241189017753035, -0.01132753693117706, 0.3620392279479563]","[70489.78664968972, 33.1772182838129, 0.8232455827489997, -0.08620176085649423, 0.19113814159835057, 0.03423926127310026, 0.4260390215723957]",157,2.578125,2100.0,12000.0,6.089073762839748e-15
"[53122.16030913321, 8.554520160171574, 0.7580667303578177, -0.11089447312754919, 0.029250658864891036, 0.017114116532012055, 0.3510795795752076]","[63270.29254133071, 7.545561285025422, 0.8340666515653715, -0.04702405370831686, 0.3078822509676674, 0.0009098565139166546, 0.42859679565421305]",157,2.6171875,2100.0,12000.0,6.181531889821073e-15
"[48194.25678897727, 8.554520160171574, 0.7902360061935756, -0.08478952197757605, 0.012362290194102761, -0.015332326083243213, 0.35270286811464174]","[70074.92334061603, 32.354832027270334, 0.8118549402982909, -0.027068633524491403, 0.02432334385571791, -0.012244202381817797, 0.400591578054824]",157,2.65625,2100.0,12000.0,6.2739990127421475e-15
"[45270.42322546481, 8.554520160171574, 0.8069949605028632, 0.036079349169698016, -0.028574720514720785, -0.014774379734244392, 0.33974262273059136]","[72902.88459446494, 33.1772182838129, 0.7768279832404998, 0.057066081754671316, -0.12183079231921254, 0.03862848104594417, 0.3881991499033424]",157,2.6953125,2100.0,12000.0,6.3664752696959534e-15
"[44446.58196480071, 8.554520160171574, 0.7882691134462851, 0.008537384630913358, 0.038384661548089026, 0.015961912034390405, 0.3048734550327779]","[59597.706337595926, 9.457991879467373, 0.79845692613987, -0.047441199544205226, -0.11359823866161521, 0.0072147146363223235, 0.3659878964279122]",157,2.734375,2100.0,12000.0,6.4589607990534026e-15
"[42094.57666132979, 9.457991879467373, 0.772365640356155, 0.03619512056603691, -0.052046492351924135, -0.008216586888373751, 0.31424425354504143]","[72532.18201269735, 9.457991879467373, 0.8062942048789463, 0.18347930861735007, 0.22493194678988693, -0.016068507546442175, 0.4171130134943147]",157,2.7734375,2100.0,12000.0,6.551455739456416e-15
"[45657.350410686646, 9.457991879467373, 0.7890868218131633, 0.037987601286183725, -0.10853163979668563, -0.014370979645559931, 0.3188061391553838]","[76402.31987555175, 6.998244134052005, 0.7592868954152775, 0.09469285036552533, 0.18495567543063604, 0.042414902346679835, 0.4003996896456772]",157,2.8125,2100.0,12000.0,6.643960229763281e-15
"[43900.369536236096, 30.77070935725288, 0.7781910254404679, -0.14154469751650467, 0.03878268447284822, 0.016208604229887045, 0.30184160468224946]","[57740.490848940986, 9.457991879467373, 0.8277690181571085, -0.015030368994480625, 0.27255137090013065, 0.014650096850157677, 0.35956284555807116]",157,2.8515625,2100.0,12000.0,6.736474409134e-15
"[40900.26738339441, 22.768145606839013, 0.8130647853313134, -0.1528397014473306, 0.029264026844144423, -0.0073860515345442615, 0.29864523380879276]","[69666.70722265115, 7.176123586213073, 0.8529306878850699, 0.23269588057346935, 0.44217255079308404, -0.010306237217544556, 0.38595933591178977]",157,2.890625,2100.0,12000.0,6.828998417013884e-15
"[43396.249247971275, 22.768145606839013, 0.8520701408252991, -0.2021062904084534, -0.06584442608765083, -0.01602921397266406, 0.30069770137639407]","[68740.07512192911, 6.82477390075695, 0.793942418020898, 0.25057217645864505, 0.25897172254706013, 0.037148092794260706, 0.35146410156960467]",157,2.9296875,2100.0,12000.0,6.9215323931221914e-15
"[46529.26446068741, 8.342473455385782, 0.8547467982112062, -0.3120941485043507, -0.16252037560231933, 0.01698302378516748, 0.3193664972182791]","[64541.13348058527, 33.1772182838129, 0.7115163122935338, 0.3921247370546719, -0.0038993301772913013, 0.01869259401567769, 0.34272331433138703]",157,2.96875,2100.0,12000.0,7.014076477452124e-15
"[44797.72825647434, 8.771956610007313, 0.7100551251158631, 0.1080668789432635, -0.0014572813589977332, -0.007578879468653227, 0.3363905651460448]","[76096.5985093375, 7.545561285025422, 0.7876439785403254, 0.2829847047879013, 0.1690446987872984, -0.017968676331139088, 0.385155452733868]",157,3.0078125,2100.0,12000.0,7.106630810270828e-15
"[48971.97009101281, 8.554520160171574, 0.6946912013008137, 0.3471626843674791, 0.18878872543083813, -0.011963269465669156, 0.3460281834232973]","[64724.47095490055, 22.768145606839013, 0.831148158226231, 0.016189681380877285, 0.25993566964170406, 0.02246865691523426, 0.3974496359562683]",157,3.046875,2100.0,12000.0,7.199195532119396e-15
"[53096.1293800041, 8.554520160171574, 0.7322371491995636, 0.12386376170547475, -0.014698986716548897, 0.023330732296516093, 0.3540446729428211]","[60743.12459061075, 22.768145606839013, 0.7867773078610241, -0.04528083551814843, 0.20969590440459765, 0.024247245311321962, 0.36136356869131797]",157,3.0859375,2100.0,12000.0,7.291770784139584e-15
"[47289.95473046719, 9.457991879467373, 0.7002328389086567, 0.23568572142025523, -0.02244268879778013, -0.003302770339967621, 0.3494033108264362]","[68258.70451227615, 9.457991879467373, 0.8281078194229186, -0.21939845277800973, 0.008422359700642493, -0.010538810735196132, 0.3598576888461973]",157,3.125,2100.0,12000.0,7.38435670794893e-15
"[51252.58633665186, 6.172839506172843, 0.766366222839587, 0.25172715197696416, 0.2195279875907487, -0.018956187743167242, 0.34795550352431304]","[68313.84765693572, 9.223550207184072, 0.8843236526801959, -0.2542989262391897, -0.020382776389828737, 0.027626129502310165, 0.39877188910127054]",157,3.1640625,2100.0,12000.0,7.476953445200526e-15
"[50430.87545181943, 6.172839506172843, 0.799018735167682, -0.002769334860571071, 0.18679414582256829, 0.017692383869835456, 0.35025769546326696]","[62669.16779564962, 7.545561285025422, 0.8546434678422825, -0.1303182424911835, -0.03166545125431361, 0.026023498235046606, 0.40079656087052085]",157,3.203125,2100.0,12000.0,7.569561137853782e-15
