Horizontal,Vertical,RUL,Time,RPM,Load,Degradation
"[71693.04937373055, 8.554520160171574, 0.7853926470164285, 0.16676538628771276, -0.11570410809873276, -0.027981569842466986, 0.4621729019268428]","[102459.49795826367, 7.737352294586978, 0.7928630622905946, -0.07763739639248923, 0.12342872183068507, 0.020036195793919638, 0.5456616661899113]",161,1.71875,2100.0,12000.0,4.056994796007602e-15
"[75886.49882023141, 8.554520160171574, 0.7701588032766997, 0.19015255813134013, -0.0820476439675688, 0.014443304274318006, 0.5181543245206388]","[113357.9540614633, 6.172839506172843, 0.7567990206838435, 0.9364796989371307, -0.35974736192443635, 0.01416295812766106, 0.6619853080667725]",161,1.7578125,2100.0,12000.0,4.14928942383522e-15
"[89471.90767089414, 8.342473455385782, 0.7253816756479828, 0.16001253110637803, 0.09278486503563052, 0.005008038884042047, 0.6024000350042865]","[135741.11064364974, 7.934018195486519, 0.6101226177731001, 0.9172401830632766, -0.1663915124793297, -0.04063613608380963, 0.689817923920078]",161,1.796875,2100.0,12000.0,4.241590073826153e-15
"[92837.61388794887, 8.342473455385782, 0.7421095723839123, 0.3588428846212448, 0.1359015790357627, -0.024857433767964388, 0.5738227929643532]","[104257.05289122497, 8.13568289637656, 0.685957649801988, 0.39527564094691403, 0.14946624014046075, 0.0215276994638712, 0.5974822007794783]",161,1.8359375,2100.0,12000.0,4.3338968787029575e-15
"[69059.52480406058, 8.554520160171574, 0.719659670256941, 1.299194522784049, 0.18647308219411113, 0.006396716991073175, 0.4635501558607]","[96375.42125901519, 7.3585243295573335, 0.7038960721166085, 0.026375506242619196, -0.027533370921514158, 0.026038010740998773, 0.5272638753657889]",161,1.875,2100.0,12000.0,4.426209971183364e-15
"[69890.48634675337, 8.342473455385782, 0.6621303238014883, 1.249714139631374, 0.015159948125415042, 0.0006587517532987199, 0.4687746712771964]","[111642.3256322199, 7.737352294586978, 0.7401866722041082, 0.22238488102635579, 0.176431481162826, -0.03831649860930642, 0.5602233128752966]",161,1.9140625,2100.0,12000.0,4.518529483985103e-15
"[75606.95105654368, 8.342473455385782, 0.7707465634671791, 0.23914208120189873, -0.01097009899537725, -0.02182256323305929, 0.4959765781301347]","[93894.0491513395, 6.329739049630241, 0.8810514862590642, -0.3893372169142131, 0.1375703983048081, 0.02164444660045926, 0.593428964802417]",161,1.953125,2100.0,12000.0,4.610855558175092e-15
"[71012.83730816845, 8.342473455385782, 0.760182630436937, 0.07940869820158936, 0.12571166762255387, 0.008662176838511487, 0.48847997036957497]","[92352.91399517756, 6.172839506172843, 0.8527735588426248, -0.2892049619814281, -0.17252067249317188, 0.016213816315202238, 0.5735254704450835]",161,1.9921875,2100.0,12000.0,4.703188307562547e-15
"[77266.8482224239, 8.342473455385782, 0.7356784271184267, 0.03069847084808508, -0.06725514249886401, -0.0014663295987902174, 0.5086774290430524]","[116904.79351191051, 6.172839506172843, 0.703140789938799, 0.3718340012685424, -0.08715594894580575, -0.037836782558235714, 0.5841483917429494]",161,2.03125,2100.0,12000.0,4.79552788199633e-15
"[85190.42924756595, 8.342473455385782, 0.7062268495786471, 0.341486697168659, -0.11472413393143427, -0.025689740714400694, 0.5278596319128651]","[110923.50754505818, 7.737352294586978, 0.7202885740864837, 0.21639252950305066, 0.06482471017092153, 0.03021826344365584, 0.580406820334029]",161,2.0703125,2100.0,12000.0,4.887874414503062e-15
"[72709.40493278808, 8.342473455385782, 0.6087686589125186, 0.642541785258171, -0.168016636135856, 0.008896137715011139, 0.47854045065434997]","[107921.70206868998, 7.737352294586978, 0.9081696291938914, -0.14731710285123123, -0.28758745965236626, 0.019133526106115597, 0.6205231589162156]",161,2.109375,2100.0,12000.0,4.980228038299557e-15
"[64200.683480799875, 17.27502294205524, 0.5518956480798687, 1.0090848742379945, 0.039207938591042234, 0.006310098604269388, 0.43255616674546893]","[122912.18635259832, 7.737352294586978, 0.9377060289481096, -0.001455477589172638, -0.3813321570500713, -0.03969445823526859, 0.6210560887678565]",161,2.1484375,2100.0,12000.0,5.072588886792816e-15
"[76508.19526648766, 8.13568289637656, 0.6577414003345646, 0.6697228371833477, 0.10791771134180282, -0.025937280698534026, 0.48107614039031016]","[111531.49723835183, 7.737352294586978, 0.8365823485826345, 0.2718630034325691, -0.20522259285284303, 0.022247051711091675, 0.546842149020866]",161,2.1875,2100.0,12000.0,5.164957093700279e-15
"[82246.93401292374, 8.342473455385782, 0.8001159367364985, -0.1301225790105076, 0.027912144219562337, 0.006181869905911629, 0.5322360307652201]","[110821.44377056789, 7.737352294586978, 0.9345475944358133, -0.228429267443385, 0.004066311221021121, 0.0077406694469862244, 0.5899216501570415]",161,2.2265625,2100.0,12000.0,5.257332794924421e-15
"[79555.58241051236, 8.342473455385782, 0.8083626760672574, 0.11904677200779368, 0.20513391117953825, 0.0008310478304310252, 0.5372356856352941]","[121397.78969317624, 7.737352294586978, 0.9357682398031242, -0.30688551129187847, 0.0736468272916722, -0.037389305637123886, 0.5756282721578934]",161,2.265625,2100.0,12000.0,5.349716126071957e-15
"[75307.76567910588, 17.27502294205524, 0.7334831360856586, 0.6447345339189452, 0.3004105597236439, -0.020837047809889358, 0.4739449587166279]","[101731.50801962365, 7.545561285025422, 0.9206994733122154, -0.28325207468147395, 0.019057512712057877, 0.031469948185342905, 0.5041482611952528]",161,2.3046875,2100.0,12000.0,5.442107222537757e-15
"[84684.3238373229, 8.342473455385782, 0.6642256763142926, 0.5814685003418574, 0.0008664597963164303, 0.013329443648206103, 0.5555808311127017]","[108184.26240741485, 7.737352294586978, 0.6780886456440829, 0.785654776263264, -0.35863809601525937, 0.019595381232755813, 0.7139059047620627]",161,2.34375,2100.0,12000.0,5.5345062200395456e-15
"[85304.51430402693, 8.342473455385782, 0.7209616707038117, 0.2604291600969426, 0.08485335190508521, -0.004677220873801869, 0.58439800549577]","[132424.18908452755, 7.737352294586978, 0.8134226102079811, -0.01788911037333829, -0.057038118723619004, -0.032355333913775236, 0.799712328109116]",161,2.3828125,2100.0,12000.0,5.6269132546179e-15
"[74137.55952655252, 8.342473455385782, 0.7825612771233633, 0.06073388161473092, 0.09686004629386648, -0.02651161636096547, 0.47733982898481536]","[106540.76507954032, 7.934018195486519, 0.8628755053765592, -0.11409865725428014, 0.15209793990683204, 0.022743913269887155, 0.615342063455303]",161,2.421875,2100.0,12000.0,5.7193284626362525e-15
"[74878.50626125437, 8.342473455385782, 0.7472667002798183, 0.059470179170858284, -0.10197134707369737, 0.008908921054845463, 0.47565382127973216]","[89152.51309674831, 7.934018195486519, 0.9063181947123897, -0.4055352304548592, -0.010100019219529202, 0.014294045093471375, 0.4947442441858672]",161,2.4609375,2100.0,12000.0,5.811751980780889e-15
"[94307.6597632414, 8.342473455385782, 0.7569173840043036, -0.054494559136875065, -0.06508453092888736, -0.026529857008711008, 0.5297815399731364]","[101737.27191759233, 7.737352294586978, 0.7920352648179732, -0.05079133275197689, 0.04805171276204478, 0.007562066331623011, 0.4962528268944666]",161,2.5,2100.0,12000.0,5.904183945714067e-15
"[90944.4556223542, 8.13568289637656, 0.7759238843770133, -0.044639134138118486, -0.044864321668154815, -0.027732308790315487, 0.5337232435809662]","[80094.19766831599, 7.737352294586978, 0.757141521553548, 0.2209598068455496, -0.04467390078334152, 0.04393131694557206, 0.47916031966863576]",160,2.5390625,2100.0,12000.0,5.996624493983121e-15
"[77778.93509338827, 8.342473455385782, 0.8175454650235391, 0.2151373481218104, 0.12815513699468098, 0.0009507653207017465, 0.4637182622395159]","[102013.7252731161, 6.998244134052005, 0.7570508518937312, 0.06377706664857641, -0.16533091062566835, -0.004386666911144456, 0.46253610728013816]",160,2.578125,2100.0,12000.0,6.089073762839748e-15
"[71369.51374506569, 8.342473455385782, 0.8460789729004521, 0.44516241708462356, 0.29206888048419727, -0.04420232827690725, 0.42282948215458793]","[99692.32680362489, 6.998244134052005, 0.8584399180831928, -0.19624010321482244, 0.025121056633726487, 0.019847519205641255, 0.49151996915137053]",160,2.6171875,2100.0,12000.0,6.181531889821073e-15
"[64389.326123330226, 6.172839506172843, 0.841442535147111, 0.03295557743885924, 0.1408618643314103, -0.018509590066170308, 0.4168526001075749]","[99423.32970570459, 6.172839506172843, 0.833433856357256, -0.17920495676946313, -0.12252793311287799, 0.05773422195033975, 0.5224458283275876]",160,2.65625,2100.0,12000.0,6.2739990127421475e-15
"[68091.34707164299, 12.156460505642169, 0.8652581404960067, -0.009221592673756884, 0.08784677724838158, -0.008041885902774023, 0.4236451762628404]","[90670.29709896112, 6.172839506172843, 0.8384222584206663, -0.10591848008353111, -0.2516568083240243, 0.013410689817295358, 0.5033228016905866]",160,2.6953125,2100.0,12000.0,6.3664752696959534e-15
"[69901.45451477107, 7.737352294586978, 0.8710303607225123, -0.1768308023894667, 0.06510443957676021, -0.046121769142112044, 0.4281927645446359]","[83894.33905355996, 33.1772182838129, 0.8382411829528226, -0.16988622831649636, -0.05436281691627345, 0.03141606281495695, 0.47871894156452977]",160,2.734375,2100.0,12000.0,6.4589607990534026e-15
"[70113.61954959118, 8.342473455385782, 0.816188202441396, -0.021871372144679047, 0.15562374080930622, -0.014187803432145443, 0.46670236218209293]","[88064.45681892996, 6.998244134052005, 0.89314029449529, -0.4475830652466186, 0.13536765990663996, 0.05668863253957794, 0.4769350705036368]",160,2.7734375,2100.0,12000.0,6.551455739456416e-15
"[74295.86835863291, 12.156460505642169, 0.7092791670919907, 0.277133321173209, 0.20692675254851234, -0.0029488510137938313, 0.4729736549936814]","[94040.4063328193, 7.545561285025422, 0.9283474382771402, -0.5427127449887172, 0.09879207770597066, 0.009964932110098055, 0.4497845999268014]",160,2.8125,2100.0,12000.0,6.643960229763281e-15
"[82175.12638637467, 8.342473455385782, 0.6731227543336729, 0.5885607851196966, 0.14017172650461676, -0.04666526611658156, 0.4690816480394279]","[87752.68083590695, 7.545561285025422, 0.7991736131824909, -0.012187546167368168, 0.029398637903743245, 0.022852901905121962, 0.46392527500966635]",160,2.8515625,2100.0,12000.0,6.736474409134e-15
"[77376.04625060878, 11.85513005766666, 0.6699973767197862, 0.6352272539896466, 0.04828893531652263, -0.017870663996955503, 0.47486677590897125]","[100603.50835101385, 6.329739049630241, 0.8550393367710407, 0.01177980832922021, -0.05847483097552706, 0.05730973142483508, 0.5410273027679472]",160,2.890625,2100.0,12000.0,6.828998417013884e-15
"[69056.43288706592, 12.156460505642169, 0.6921742478346214, 0.4441994502955011, -0.06914218657553138, -4.548926684273624e-05, 0.4354808751038332]","[102514.07542223223, 6.998244134052005, 0.8623107746264471, -0.13410536092165737, 0.039766480008406366, 0.007795867417933245, 0.5327110291810362]",160,2.9296875,2100.0,12000.0,6.9215323931221914e-15
"[72206.65627873073, 6.172839506172843, 0.8429867302475841, -0.18064994368868703, -0.12953690327370684, -0.04694505596157925, 0.4214995497867727]","[91312.54925734185, 7.934018195486519, 0.920208547599249, -0.34830998999606333, 0.12885284872833805, 0.011982323344565561, 0.4741877558974592]",160,2.96875,2100.0,12000.0,7.014076477452124e-15
"[69138.44213153407, 12.156460505642169, 0.8625138123292572, -0.09659281176792556, 0.015239859813161203, -0.02149116313273109, 0.43530600591529756]","[98829.62016922497, 7.737352294586978, 0.8655756106931702, -0.2534168669210204, 0.039758797452640784, 0.053352780108213906, 0.5136610945238602]",160,3.0078125,2100.0,12000.0,7.106630810270828e-15
"[70844.68059410762, 8.342473455385782, 0.7672661873498889, 0.26984725899202067, 0.18558755181630468, 0.0034809622631829704, 0.4375514057596516]","[102149.48919779733, 7.737352294586978, 0.8533580584767623, 0.06805756744794644, -0.10849776479756272, 0.016842966012312537, 0.5305020181942488]",160,3.046875,2100.0,12000.0,7.199195532119396e-15
"[76483.11143493786, 8.342473455385782, 0.711680057661725, 0.4759901451455586, 0.20102865880913076, -0.04149522613302973, 0.44857040102768775]","[92093.45992544567, 7.737352294586978, 0.8176372202546294, 0.20711295763314252, -0.21236726264347097, 0.024991455156277022, 0.5029975636718914]",160,3.0859375,2100.0,12000.0,7.291770784139584e-15
"[73157.45117566876, 8.342473455385782, 0.7351654229945934, 0.029030940160631236, 0.09547625534138421, -0.02607168081623636, 0.467063775566232]","[95404.71968644157, 7.545561285025422, 0.85428062337032, -0.22756658209733605, -0.04552803603347898, 0.05783880445754225, 0.5115786929182132]",160,3.125,2100.0,12000.0,7.38435670794893e-15
"[85329.6385398956, 8.342473455385782, 0.7512250707353965, 0.491229293745147, 0.19859419397958825, 0.0012746742862779828, 0.5119108541846857]","[105715.54509534818, 7.545561285025422, 0.8847584005925626, -0.33493914145245185, -0.021414213643491376, 0.017869359085983368, 0.6172037316192208]",160,3.1640625,2100.0,12000.0,7.476953445200526e-15
"[81650.74640481181, 8.554520160171574, 0.7481323472475613, 0.8503815415836611, 0.29540299805359876, -0.03703009358524015, 0.49857278521193]","[100481.34902639949, 6.172839506172843, 0.8710952047914614, -0.21873551267128333, -0.11000980781377981, 0.023204821860397552, 0.5953969195105061]",160,3.203125,2100.0,12000.0,7.569561137853782e-15
